Scenario,Region,Type,Year,Data,Unit
Reference,YK,In Situ Bitumen ,2024,0,Thousand cubic metres
Reference,YK,Total,2024,0,Thousand cubic metres
Reference,YK,Conventional Light,2025,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2025,0,Thousand cubic metres
Reference,YK,C5+,2025,0,Thousand cubic metres
Reference,YK,Field Condensate,2025,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2025,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2025,0,Thousand cubic metres
Reference,YK,Total,2025,0,Thousand cubic metres
Reference,YK,Conventional Light,2026,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2026,0,Thousand cubic metres
Reference,YK,C5+,2026,0,Thousand cubic metres
Reference,YK,Field Condensate,2026,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2026,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2026,0,Thousand cubic metres
Reference,YK,Total,2026,0,Thousand cubic metres
Reference,YK,Conventional Light,2027,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2027,0,Thousand cubic metres
Reference,YK,C5+,2027,0,Thousand cubic metres
Reference,YK,Field Condensate,2027,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2027,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2027,0,Thousand cubic metres
Reference,YK,Total,2027,0,Thousand cubic metres
Reference,YK,Conventional Light,2028,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2028,0,Thousand cubic metres
Reference,YK,C5+,2028,0,Thousand cubic metres
Reference,YK,Field Condensate,2028,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2028,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2028,0,Thousand cubic metres
Reference,YK,Total,2028,0,Thousand cubic metres
Reference,YK,Conventional Light,2029,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2029,0,Thousand cubic metres
Reference,YK,C5+,2029,0,Thousand cubic metres
Reference,YK,Field Condensate,2029,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2029,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2029,0,Thousand cubic metres
Reference,YK,Total,2029,0,Thousand cubic metres
Reference,YK,Conventional Light,2030,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2030,0,Thousand cubic metres
Reference,YK,C5+,2030,0,Thousand cubic metres
Reference,YK,Field Condensate,2030,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2030,0,Thousand cubic metres
Reference,YK,Total,2030,0,Thousand cubic metres
Reference,YK,Conventional Light,2031,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2031,0,Thousand cubic metres
Reference,YK,C5+,2031,0,Thousand cubic metres
Reference,YK,Field Condensate,2031,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2031,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2031,0,Thousand cubic metres
Reference,YK,Total,2031,0,Thousand cubic metres
Reference,YK,Conventional Light,2032,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2032,0,Thousand cubic metres
Reference,YK,C5+,2032,0,Thousand cubic metres
Reference,YK,Field Condensate,2032,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2032,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2032,0,Thousand cubic metres
Reference,YK,Total,2032,0,Thousand cubic metres
Reference,YK,Conventional Light,2033,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2033,0,Thousand cubic metres
Reference,YK,C5+,2033,0,Thousand cubic metres
Reference,YK,Field Condensate,2033,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2033,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2033,0,Thousand cubic metres
Reference,YK,Total,2033,0,Thousand cubic metres
Reference,YK,Conventional Light,2034,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2034,0,Thousand cubic metres
Reference,YK,C5+,2034,0,Thousand cubic metres
Reference,YK,Field Condensate,2034,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2034,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2034,0,Thousand cubic metres
Reference,YK,Total,2034,0,Thousand cubic metres
Reference,YK,Conventional Light,2035,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2035,0,Thousand cubic metres
Reference,YK,C5+,2035,0,Thousand cubic metres
Reference,YK,Field Condensate,2035,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2035,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2035,0,Thousand cubic metres
Reference,YK,Total,2035,0,Thousand cubic metres
Reference,YK,Conventional Light,2036,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2036,0,Thousand cubic metres
Reference,YK,C5+,2036,0,Thousand cubic metres
Reference,YK,Field Condensate,2036,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2036,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2036,0,Thousand cubic metres
Reference,YK,Total,2036,0,Thousand cubic metres
Reference,YK,Conventional Light,2037,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2037,0,Thousand cubic metres
Reference,YK,C5+,2037,0,Thousand cubic metres
Reference,YK,Field Condensate,2037,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2037,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2037,0,Thousand cubic metres
Reference,YK,Total,2037,0,Thousand cubic metres
Reference,YK,Conventional Light,2038,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2038,0,Thousand cubic metres
Reference,YK,C5+,2038,0,Thousand cubic metres
Reference,YK,Field Condensate,2038,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2038,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2038,0,Thousand cubic metres
Reference,YK,Total,2038,0,Thousand cubic metres
Reference,YK,Conventional Light,2039,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2039,0,Thousand cubic metres
Reference,YK,C5+,2039,0,Thousand cubic metres
Reference,YK,Field Condensate,2039,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2039,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2039,0,Thousand cubic metres
Reference,YK,Total,2039,0,Thousand cubic metres
Reference,YK,Conventional Light,2040,0,Thousand cubic metres
Reference,YK,Conventional Heavy,2040,0,Thousand cubic metres
Reference,YK,C5+,2040,0,Thousand cubic metres
Reference,YK,Field Condensate,2040,0,Thousand cubic metres
Reference,YK,Mined Bitumen ,2040,0,Thousand cubic metres
Reference,YK,In Situ Bitumen ,2040,0,Thousand cubic metres
Reference,YK,Total,2040,0,Thousand cubic metres
Reference,NU,Conventional Light,2005,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2005,0,Thousand cubic metres
Reference,NU,C5+,2005,0,Thousand cubic metres
Reference,NU,Field Condensate,2005,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2005,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2005,0,Thousand cubic metres
Reference,NU,Total,2005,0,Thousand cubic metres
Reference,NU,Conventional Light,2006,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2006,0,Thousand cubic metres
Reference,NU,C5+,2006,0,Thousand cubic metres
Reference,NU,Field Condensate,2006,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2006,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2006,0,Thousand cubic metres
Reference,NU,Total,2006,0,Thousand cubic metres
Reference,NU,Conventional Light,2007,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2007,0,Thousand cubic metres
Reference,NU,C5+,2007,0,Thousand cubic metres
Reference,NU,Field Condensate,2007,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2007,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2007,0,Thousand cubic metres
Reference,NU,Total,2007,0,Thousand cubic metres
Reference,NU,Conventional Light,2008,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2008,0,Thousand cubic metres
Reference,NU,C5+,2008,0,Thousand cubic metres
Reference,NU,Field Condensate,2008,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2008,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2008,0,Thousand cubic metres
Reference,NU,Total,2008,0,Thousand cubic metres
Reference,NU,Conventional Light,2009,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2009,0,Thousand cubic metres
Reference,NU,C5+,2009,0,Thousand cubic metres
Reference,NU,Field Condensate,2009,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2009,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2009,0,Thousand cubic metres
Reference,NU,Total,2009,0,Thousand cubic metres
Reference,NU,Conventional Light,2010,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2010,0,Thousand cubic metres
Reference,NU,C5+,2010,0,Thousand cubic metres
Reference,NU,Field Condensate,2010,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2010,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2010,0,Thousand cubic metres
Reference,NU,Total,2010,0,Thousand cubic metres
Reference,NU,Conventional Light,2011,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2011,0,Thousand cubic metres
Reference,NU,C5+,2011,0,Thousand cubic metres
Reference,NU,Field Condensate,2011,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2011,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2011,0,Thousand cubic metres
Reference,NU,Total,2011,0,Thousand cubic metres
Reference,NU,Conventional Light,2012,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2012,0,Thousand cubic metres
Reference,NU,C5+,2012,0,Thousand cubic metres
Reference,NU,Field Condensate,2012,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2012,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2012,0,Thousand cubic metres
Reference,NU,Total,2012,0,Thousand cubic metres
Reference,NU,Conventional Light,2013,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2013,0,Thousand cubic metres
Reference,NU,C5+,2013,0,Thousand cubic metres
Reference,NU,Field Condensate,2013,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2013,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2013,0,Thousand cubic metres
Reference,NU,Total,2013,0,Thousand cubic metres
Reference,NU,Conventional Light,2014,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2014,0,Thousand cubic metres
Reference,NU,C5+,2014,0,Thousand cubic metres
Reference,NU,Field Condensate,2014,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2014,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2014,0,Thousand cubic metres
Reference,NU,Total,2014,0,Thousand cubic metres
Reference,NU,Conventional Light,2015,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2015,0,Thousand cubic metres
Reference,NU,C5+,2015,0,Thousand cubic metres
Reference,NU,Field Condensate,2015,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2015,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2015,0,Thousand cubic metres
Reference,NU,Total,2015,0,Thousand cubic metres
Reference,NU,Conventional Light,2016,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2016,0,Thousand cubic metres
Reference,NU,C5+,2016,0,Thousand cubic metres
Reference,NU,Field Condensate,2016,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2016,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2016,0,Thousand cubic metres
Reference,NU,Total,2016,0,Thousand cubic metres
Reference,NU,Conventional Light,2017,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2017,0,Thousand cubic metres
Reference,NU,C5+,2017,0,Thousand cubic metres
Reference,NU,Field Condensate,2017,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2017,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2017,0,Thousand cubic metres
Reference,NU,Total,2017,0,Thousand cubic metres
Reference,NU,Conventional Light,2018,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2018,0,Thousand cubic metres
Reference,NU,C5+,2018,0,Thousand cubic metres
Reference,NU,Field Condensate,2018,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2018,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2018,0,Thousand cubic metres
Reference,NU,Total,2018,0,Thousand cubic metres
Reference,NU,Conventional Light,2019,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2019,0,Thousand cubic metres
Reference,NU,C5+,2019,0,Thousand cubic metres
Reference,NU,Field Condensate,2019,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2019,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2019,0,Thousand cubic metres
Reference,NU,Total,2019,0,Thousand cubic metres
Reference,NU,Conventional Light,2020,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2020,0,Thousand cubic metres
Reference,NU,C5+,2020,0,Thousand cubic metres
Reference,NU,Field Condensate,2020,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2020,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2020,0,Thousand cubic metres
Reference,NU,Total,2020,0,Thousand cubic metres
Reference,NU,Conventional Light,2021,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2021,0,Thousand cubic metres
Reference,NU,C5+,2021,0,Thousand cubic metres
Reference,NU,Field Condensate,2021,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2021,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2021,0,Thousand cubic metres
Reference,NU,Total,2021,0,Thousand cubic metres
Reference,NU,Conventional Light,2022,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2022,0,Thousand cubic metres
Reference,NU,C5+,2022,0,Thousand cubic metres
Reference,NU,Field Condensate,2022,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2022,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2022,0,Thousand cubic metres
Reference,NU,Total,2022,0,Thousand cubic metres
Reference,NU,Conventional Light,2023,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2023,0,Thousand cubic metres
Reference,NU,C5+,2023,0,Thousand cubic metres
Reference,NU,Field Condensate,2023,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2023,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2023,0,Thousand cubic metres
Reference,NU,Total,2023,0,Thousand cubic metres
Reference,NU,Conventional Light,2024,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2024,0,Thousand cubic metres
Reference,NU,C5+,2024,0,Thousand cubic metres
Reference,NU,Field Condensate,2024,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2024,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2024,0,Thousand cubic metres
Reference,NU,Total,2024,0,Thousand cubic metres
Reference,NU,Conventional Light,2025,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2025,0,Thousand cubic metres
Reference,NU,C5+,2025,0,Thousand cubic metres
Reference,NU,Field Condensate,2025,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2025,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2025,0,Thousand cubic metres
Reference,NU,Total,2025,0,Thousand cubic metres
Reference,NU,Conventional Light,2026,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2026,0,Thousand cubic metres
Reference,NU,C5+,2026,0,Thousand cubic metres
Reference,NU,Field Condensate,2026,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2026,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2026,0,Thousand cubic metres
Reference,NU,Total,2026,0,Thousand cubic metres
Reference,NU,Conventional Light,2027,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2027,0,Thousand cubic metres
Reference,NU,C5+,2027,0,Thousand cubic metres
Reference,NU,Field Condensate,2027,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2027,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2027,0,Thousand cubic metres
Reference,NU,Total,2027,0,Thousand cubic metres
Reference,NU,Conventional Light,2028,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2028,0,Thousand cubic metres
Reference,NU,C5+,2028,0,Thousand cubic metres
Reference,NU,Field Condensate,2028,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2028,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2028,0,Thousand cubic metres
Reference,NU,Total,2028,0,Thousand cubic metres
Reference,NU,Conventional Light,2029,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2029,0,Thousand cubic metres
Reference,NU,C5+,2029,0,Thousand cubic metres
Reference,NU,Field Condensate,2029,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2029,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2029,0,Thousand cubic metres
Reference,NU,Total,2029,0,Thousand cubic metres
Reference,NU,Conventional Light,2030,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2030,0,Thousand cubic metres
Reference,NU,C5+,2030,0,Thousand cubic metres
Reference,NU,Field Condensate,2030,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2030,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2030,0,Thousand cubic metres
Reference,NU,Total,2030,0,Thousand cubic metres
Reference,NU,Conventional Light,2031,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2031,0,Thousand cubic metres
Reference,NU,C5+,2031,0,Thousand cubic metres
Reference,NU,Field Condensate,2031,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2031,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2031,0,Thousand cubic metres
Reference,NU,Total,2031,0,Thousand cubic metres
Reference,NU,Conventional Light,2032,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2032,0,Thousand cubic metres
Reference,NU,C5+,2032,0,Thousand cubic metres
Reference,NU,Field Condensate,2032,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2032,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2032,0,Thousand cubic metres
Reference,NU,Total,2032,0,Thousand cubic metres
Reference,NU,Conventional Light,2033,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2033,0,Thousand cubic metres
Reference,NU,C5+,2033,0,Thousand cubic metres
Reference,NU,Field Condensate,2033,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2033,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2033,0,Thousand cubic metres
Reference,NU,Total,2033,0,Thousand cubic metres
Reference,NU,Conventional Light,2034,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2034,0,Thousand cubic metres
Reference,NU,C5+,2034,0,Thousand cubic metres
Reference,NU,Field Condensate,2034,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2034,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2034,0,Thousand cubic metres
Reference,NU,Total,2034,0,Thousand cubic metres
Reference,NU,Conventional Light,2035,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2035,0,Thousand cubic metres
Reference,NU,C5+,2035,0,Thousand cubic metres
Reference,NU,Field Condensate,2035,0,Thousand cubic metres
Reference,NU,Mined Bitumen ,2035,0,Thousand cubic metres
Reference,NU,In Situ Bitumen ,2035,0,Thousand cubic metres
Reference,NU,Total,2035,0,Thousand cubic metres
Reference,NU,Conventional Light,2036,0,Thousand cubic metres
Reference,NU,Conventional Heavy,2036,0,Thousand cubic metres
Reference,NU,C5+,2036,0,Thousand cubic metres
